Name,Speed,Modules,First Word Latency,CAS Latency,Rating,Price
Corsair Vengeance RGB Pro SL 256 GB,DDR4-3200,8 x 32GB,10,16,0,
Crucial CT2K4G3S160BM 8 GB,DDR3-1600,2 x 4GB,13,11,0,34.99
Corsair Vengeance RGB RT 32 GB,DDR4-3600,2 x 16GB,10,18,1,
Corsair Vengeance RGB Pro SL 16 GB,DDR4-3600,2 x 8GB,8,16,0,
G.Skill Ripjaws 48 GB,DDR5-5600,1 x 48GB,16,46,0,
G.Skill F3-12800CL9D-8GBSQ 8 GB,DDR3-1600,2 x 4GB,11,9,0,62.5
G.Skill F3-1600C10D-16GSQ 16 GB,DDR3-1600,2 x 8GB,12,10,0,82.35
Crucial CT8G3S1339M 8 GB,DDR3-1333,1 x 8GB,13,9,0,28.74
PNY Anarchy X 16 GB,DDR3-2666,2 x 8GB,9,12,0,144.99
Kingston KVR21S15S8/4 4 GB,DDR4-2133,1 x 4GB,14,15,0,
Silicon Power SP016GBSFU266X22 16 GB,DDR4-2666,2 x 8GB,14,19,0,
Corsair WS 64 GB,DDR5-5600,4 x 16GB,14,40,0,
G.Skill Ripjaws 32 GB,DDR4-2400,4 x 8GB,12,15,1,
Crucial CT4G4RFS8213 4 GB,DDR4-2133,1 x 4GB,14,15,0,49.99
Kingston Impact 16 GB,DDR4-2133,2 x 8GB,12,13,0,199.99
G.Skill FORTIS 32 GB,DDR4-2400,2 x 16GB,12,15,0,
Crucial CT32G4RFD4293 32 GB,DDR4-2933,1 x 32GB,14,21,0,456.8
Silicon Power SP008GLLTU160N02 8 GB,DDR3-1600,1 x 8GB,13,11,0,
TEAMGROUP T-Create Expert 16 GB,DDR4-3200,2 x 8GB,8,14,0,
Kingston KSM48R40BD4TMM-64HMR 64 GB,DDR5-4800,1 x 64GB,16,40,0,
Lexar LD4AS032G-B3200GSST 32 GB,DDR4-3200,1 x 32GB,13,22,0,
V-Color TRA532G64D832Q 128 GB,DDR5-6400,4 x 32GB,10,32,0,4999.99
V-Color TRA532G64D832O 256 GB,DDR5-6400,8 x 32GB,10,32,0,9999.99
ADATA XPG LANCER NEON RGB 16 GB,DDR5-6000,1 x 16GB,10,30,0,
Crucial CT12864BA1339 1 GB,DDR3-1333,1 x 1GB,13,9,0,
Crucial Ballistix Tracer 4 GB,DDR2-800,2 x 2GB,10,4,0,
Corsair Vengeance 8 GB,DDR3-1600,2 x 4GB,11,9,20,
G.Skill F3-12800CL9D-2GBNQ 2 GB,DDR3-1600,2 x 1GB,11,9,0,
ADATA AD2U800B1G5-RHS 1 GB,DDR2-800,1 x 1GB,12,5,0,
G.Skill ECO 8 GB,DDR3-1333,2 x 4GB,10,7,0,
G.Skill Ripjaws 24 GB,DDR3-1333,6 x 4GB,13,9,0,
ADATA XPG Gaming Series v2.0 8 GB,DDR3-2000,2 x 4GB,9,9,0,
OCZ Reaper HPC 16 GB,DDR3-1333,4 x 4GB,13,9,0,
Patriot Viper II ‘Sector 7’ Edition 12 GB,DDR3-2000,3 x 4GB,9,9,0,
Patriot Viper Xtreme 6 GB,DDR3-2000,3 x 2GB,9,9,0,119.06
Patriot Viper II Sector 7 Edition 6 GB,DDR3-2000,3 x 2GB,9,9,0,
Kingston HyperX 24 GB,DDR3-1600,6 x 4GB,11,9,0,
G.Skill Ripjaws X 4 GB,DDR3-1600,2 x 2GB,10,8,0,
G.Skill Ripjaws X 4 GB,DDR3-2133,2 x 2GB,8,9,1,
Kingston KHX1600C9D3/4G 4 GB,DDR3-1600,1 x 4GB,11,9,1,
Corsair Dominator 24 GB,DDR3-1333,6 x 4GB,13,9,0,
OCZ Gold 12 GB,DDR3-1600,6 x 2GB,10,8,0,
Kingston HyperX T1 Black 24 GB,DDR3-1600,6 x 4GB,11,9,0,
Crucial Ballistix Sport 2 GB,DDR3-1333,1 x 2GB,13,9,0,
G.Skill Sniper 8 GB,DDR3-1600,2 x 4GB,8,7,2,
G.Skill Sniper Low Voltage 8 GB,DDR3-1600,2 x 4GB,11,9,12,
Kingston KHX1600C9D3P1K2/8G 8 GB,DDR3-1600,2 x 4GB,11,9,9,
Crucial CT12864BC1067 1 GB,DDR3-1066,1 x 1GB,13,7,0,
Crucial CT2KIT12864BC1067 2 GB,DDR3-1066,2 x 1GB,13,7,0,
Crucial CT2KIT25664AC667 4 GB,DDR2-667,2 x 2GB,14,5,0,49.99
Kingston KVR1066D3SOK2/8GR 8 GB,DDR3-1066,2 x 4GB,13,7,0,
Samsung MV-3V2G4D/US 4 GB,DDR3-1333,2 x 2GB,13,9,1,
Samsung MV-2V2G4D/US 4 GB,DDR2-800,2 x 2GB,15,6,1,
Mushkin Silverline 2 GB,DDR2-800,1 x 2GB,12,5,0,
Corsair Vengeance 8 GB,DDR3-1600,2 x 4GB,11,9,48,
Mushkin 991556 2 GB,DDR2-667,1 x 2GB,14,5,0,22.27
Kingston KHX1866C11D3P1K2/8G 8 GB,DDR3-1866,2 x 4GB,11,11,2,
Kingston KHX1600C9D3X1K2/8GX 8 GB,DDR3-1600,2 x 4GB,11,9,0,
Kingston KVR1333D3S8N9/2G 2 GB,DDR3-1333,1 x 2GB,13,9,1,29.94
G.Skill Ripjaws X 8 GB,DDR3-1600,2 x 4GB,11,9,3,49
Patriot Signature 16 GB,DDR3-1333,2 x 8GB,13,9,0,
G.Skill Ripjaws X 32 GB,DDR3-1333,4 x 8GB,13,9,0,
G.Skill Ripjaws Z 32 GB,DDR3-2133,8 x 4GB,8,9,0,283.19
Crucial CT2KIT25664BF1339 4 GB,DDR3-1333,2 x 2GB,13,9,0,36.99
G.Skill Ripjaws Z 64 GB,DDR3-1600,8 x 8GB,12,10,2,
Corsair Dominator 32 GB,DDR3-1600,4 x 8GB,11,9,2,
G.Skill Sniper Gaming 16 GB,DDR3-2133,4 x 4GB,10,11,3,
Crucial Ballistix 2 GB,DDR3-1600,1 x 2GB,10,8,0,
Corsair Dominator 16 GB,DDR3-1600,4 x 4GB,11,9,0,
Mushkin Silverline 24 GB,DDR3-1333,3 x 8GB,13,9,0,
GeIL Evo Two 32 GB,DDR3-1333,4 x 8GB,13,9,1,
G.Skill Ripjaws Z 16 GB,DDR3-1600,4 x 4GB,8,7,1,
G.Skill Ares 16 GB,DDR3-1333,2 x 8GB,13,9,3,
G.Skill Ares 8 GB,DDR3-1866,2 x 4GB,9,9,41,
Crucial Ballistix Tactical Tracer 8 GB,DDR3-1600,2 x 4GB,10,8,5,
Kingston HyperX 4 GB,DDR3-1866,1 x 4GB,9,9,6,
Crucial Ballistix Elite 16 GB,DDR3-1866,2 x 8GB,9,9,17,
Patriot Signature 8 GB,DDR3-1600,1 x 8GB,13,11,0,30.99
Corsair Vengeance 8 GB,DDR3-2133,2 x 4GB,8,9,0,114.09
Kingston KVR1333D3N9HK4/16G 16 GB,DDR3-1333,4 x 4GB,13,9,0,
G.Skill Trident X 16 GB,DDR3-2600,4 x 4GB,7,10,0,
Corsair Vengeance LP 8 GB,DDR3-1600,1 x 8GB,12,10,11,
Corsair Dominator Platinum 16 GB,DDR3-1866,2 x 8GB,9,9,18,
Kingston KHX1600C10D3B1K2/16G 16 GB,DDR3-1600,2 x 8GB,12,10,4,
Patriot Viper 3 16 GB,DDR3-2133,2 x 8GB,10,11,1,
Kingston KHX16C10B1K2/16X 16 GB,DDR3-1600,2 x 8GB,12,10,1,
G.Skill Sniper Gaming 16 GB,DDR3-1600,2 x 8GB,11,9,10,
Corsair XMS3 8 GB,DDR3-1600,2 x 4GB,11,9,11,
Kingston XMP Blu Red 8 GB,DDR3-1600,2 x 4GB,11,9,9,74.98
AMD Entertainment Edition 8 GB,DDR3-1333,1 x 8GB,13,9,0,
Corsair CMV8GX3M2A1600C11 8 GB,DDR3-1600,2 x 4GB,13,11,6,
Corsair Vengeance LP 16 GB,DDR3-1866,4 x 4GB,9,9,0,
Corsair Vengeance LP 32 GB,DDR3-1600,4 x 8GB,11,9,2,
Crucial Ballistix Tactical 32 GB,DDR3-1600,4 x 8GB,10,8,2,
G.Skill Trident X 32 GB,DDR3-1866,4 x 8GB,8,8,1,
Crucial Ballistix Sport 8 GB,DDR3-1600,1 x 8GB,11,9,26,
Kingston Black 8 GB,DDR3-1600,2 x 4GB,11,9,16,
G.Skill NS 8 GB,DDR3-1600,2 x 4GB,13,11,3,
Kingston HyperX Beast 16 GB,DDR3-1600,2 x 8GB,11,9,2,
Kingston KHX16C9K8/64X 64 GB,DDR3-1600,8 x 8GB,11,9,0,
Kingston HyperX 8 GB,DDR3-2133,2 x 4GB,11,12,0,
G.Skill Sniper 16 GB,DDR3-2133,2 x 8GB,9,10,2,
Corsair Vengeance Pro 16 GB,DDR3-1600,2 x 8GB,11,9,4,
Corsair Vengeance Pro 8 GB,DDR3-1600,2 x 4GB,11,9,28,
TEAMGROUP Elite 4 GB,DDR2-800,2 x 2GB,12,5,0,
TEAMGROUP Xtreem 16 GB,DDR3-2666,2 x 8GB,8,11,1,
ADATA XPG Gaming 4 GB,DDR3-1600,1 x 4GB,11,9,5,
Corsair CORSAIR Vengeance 8GB 8 GB,DDR3-1866,1 x 8GB,10,10,15,
Patriot Patriot Viper 3 4GB 4 GB,DDR3-1600,1 x 4GB,12,10,5,
Corsair CMSO8GX3M2C1600C11 8 GB,DDR3-1600,2 x 4GB,11,9,0,44.99
Crucial CT2K2G3S1067M 4 GB,DDR3-1066,2 x 2GB,13,7,0,35.99
Crucial CT2KIT25664BA1339A 4 GB,DDR3-1333,2 x 2GB,13,9,1,
Patriot Viper 3 16 GB,DDR3-2400,2 x 8GB,9,11,0,
Patriot Viper 3 Black 16 GB,DDR3-1600,2 x 8GB,12,10,1,
Patriot Signature Line 8 GB,DDR3-1333,2 x 4GB,13,9,2,
Kingston HyperX Fury 8 GB,DDR3-1333,2 x 4GB,13,9,2,
Kingston HyperX Fury 8 GB,DDR3-1866,1 x 8GB,10,10,17,
Transcend JetRam 8 GB,DDR3-1333,1 x 8GB,13,9,0,
AMD Radeon R5 Entertainment 16 GB,DDR3-1600,2 x 8GB,13,11,0,
AMD Radeon R5 Entertainment 8 GB,DDR3-1600,2 x 4GB,13,11,1,
AMD Radeon R5 Entertainment 8 GB,DDR3-1600,1 x 8GB,13,11,0,
Crucial CT51264BF160BJ 4 GB,DDR3-1600,1 x 4GB,13,11,0,29.98
G.Skill Ripjaws 16 GB,DDR4-2666,4 x 4GB,11,15,3,
G.Skill Value 32 GB,DDR4-2400,4 x 8GB,12,15,0,
Crucial Ballistix Sport 8 GB,DDR4-2400,2 x 4GB,13,16,15,
Kingston HyperX Savage 8 GB,DDR3-1866,2 x 4GB,9,9,3,
Kingston KVR16R11S4/8KF 8 GB,DDR3-1600,1 x 8GB,13,11,0,28.99
ADATA XPG V1.0 8 GB,DDR3-2133,2 x 4GB,9,10,1,
Kingston Impact Black 16 GB,DDR3-1600,2 x 8GB,11,9,0,
Mushkin Stealth 8 GB,DDR3-2133,2 x 4GB,9,10,3,
TEAMGROUP Vulcan 8 GB,DDR3-2400,2 x 4GB,9,11,0,
TEAMGROUP Zeus Blue 8 GB,DDR3-1600,2 x 4GB,11,9,2,
G.Skill Ripjaws 4 32 GB,DDR4-2133,4 x 8GB,14,15,0,
Crucial Ballistix Sport 8 GB,DDR3-1600,2 x 4GB,11,9,10,
Mushkin 974136A 32 GB,DDR3-1866,4 x 8GB,13,13,0,
Wintec 3RSH186613R5H-64GQ 64 GB,DDR3-1866,4 x 16GB,13,13,0,
Mushkin Proline 32 GB,DDR3-1333,1 x 32GB,13,9,0,141.19
Silicon Power SP008GBLTU160N02 8 GB,DDR3-1600,1 x 8GB,13,11,0,40.84
Mushkin Redline 8 GB,DDR4-2400,2 x 4GB,10,13,0,
G.Skill Ripjaws 4 16 GB,DDR4-3200,4 x 4GB,9,15,0,
Patriot Viper 4 32 GB,DDR4-2400,4 x 8GB,12,15,0,
ADATA ADDS1600W4G11-S 4 GB,DDR3-1600,1 x 4GB,13,11,0,
Kingston KVR21N15/8 8 GB,DDR4-2133,1 x 8GB,14,15,0,
Klevv CRAS 32 GB,DDR4-2666,4 x 8GB,11,15,0,
Klevv Genuine 16 GB,DDR3-2666,2 x 8GB,9,12,0,
Kingston KTL-TS421/8G 8 GB,DDR4-2133,1 x 8GB,14,15,0,95.43
Crucial CT2K8G4RFS4213 16 GB,DDR4-2133,2 x 8GB,14,15,0,
Kingston KVR16LE11S8/4I 4 GB,DDR3-1600,1 x 4GB,13,11,0,
Kingston KVR1333D3E9S/8G 8 GB,DDR3-1333,1 x 8GB,13,9,0,38.99
Kingston KVR13LR9S4/8 8 GB,DDR3-1333,1 x 8GB,13,9,0,24.99
Kingston KVR13R9D4K2/32I 32 GB,DDR3-1333,2 x 16GB,13,9,0,
Kingston KVR16E11/8I 8 GB,DDR3-1600,1 x 8GB,13,11,0,36.99
Crucial CT8G4RFD8213 8 GB,DDR4-2133,1 x 8GB,14,15,0,
TEAMGROUP Vulcan 16 GB,DDR3-1600,2 x 8GB,11,9,4,
Kingston HX321LS11IB2/8 8 GB,DDR3-2133,1 x 8GB,10,11,0,
Kingston KTM-SX421LQ/32G 32 GB,DDR4-2133,1 x 32GB,14,15,0,
Kingston KVR16LE11K4/32 32 GB,DDR3-1600,4 x 8GB,13,11,0,
Mushkin ECO2 8 GB,DDR3-1600,1 x 8GB,11,9,1,
G.Skill Ripjaws 4 128 GB,DDR4-2800,8 x 16GB,10,15,0,
PNY Anarchy 16 GB,DDR3-1866,2 x 8GB,10,10,1,
PNY Anarchy X 32 GB,DDR3-2400,4 x 8GB,9,11,0,
Corsair Vengeance LPX 8 GB,DDR4-2400,2 x 4GB,11,14,2,
ADATA AX4U3300W4G16-DGZ 8 GB,DDR4-3300,2 x 4GB,9,16,0,
Avexir Budget 8 GB,DDR4-2133,1 x 8GB,14,15,0,
Kingston HyperX Savage 16 GB,DDR4-2133,2 x 8GB,12,13,0,
Kingston HyperX Savage 4 GB,DDR4-2400,1 x 4GB,10,12,0,
Kingston HyperX Savage 64 GB,DDR4-2800,8 x 8GB,10,14,0,
Crucial Ballistix Tactical 4 GB,DDR4-2666,1 x 4GB,12,16,1,
G.Skill Ripjaws V 8 GB,DDR4-3200,2 x 4GB,10,16,4,
Kingston D1G64KL110 8 GB,DDR3-1600,1 x 8GB,13,11,1,
Panram Ninja-V 16 GB,DDR4-2133,2 x 8GB,12,13,0,
AMD R7 Performance 8 GB,DDR4-2133,1 x 8GB,14,15,0,
GeIL POTENZA 32 GB,DDR4-3000,4 x 8GB,10,16,0,
G.Skill Trident Z 16 GB,DDR4-4000,2 x 8GB,9,19,2,
Crucial CT2K8G4SFD8213 16 GB,DDR4-2133,2 x 8GB,14,15,0,
G.Skill Trident Z 64 GB,DDR4-3400,4 x 16GB,9,16,0,
Kingston Savage 8 GB,DDR4-2400,2 x 4GB,10,12,3,
TEAMGROUP Delta 16 GB,DDR4-2400,2 x 8GB,12,15,3,
Avexir ROG Red Tesla 8 GB,DDR4-2666,2 x 4GB,11,15,0,
Kingston FURY 8 GB,DDR4-2133,1 x 8GB,13,14,5,
Crucial CT102472BD160B 8 GB,DDR3-1600,1 x 8GB,13,11,0,41.46
Corsair Vengeance LED 64 GB,DDR4-3000,4 x 16GB,10,15,0,
Corsair Vengeance LED 32 GB,DDR4-3000,2 x 16GB,10,15,4,
Corsair Vengeance LED 32 GB,DDR4-3000,4 x 8GB,10,15,6,
Corsair Dominator Platinum ROG 16 GB,DDR4-3200,4 x 4GB,10,16,1,
TEAMGROUP T-Force / Night Hawk 16 GB,DDR4-3000,2 x 8GB,10,16,1,
Corsair Vengeance RGB 32 GB,DDR4-3000,4 x 8GB,10,15,7,
G.Skill Flare X 16 GB,DDR4-2400,2 x 8GB,13,16,3,
Kingston Impact 32 GB,DDR4-2400,4 x 8GB,12,15,0,299.99
TEAMGROUP Night Hawk RGB 16 GB,DDR4-3000,2 x 8GB,10,16,1,
TEAMGROUP Night Hawk RGB 16 GB,DDR4-3000,2 x 8GB,10,16,7,
Kingston Predator 16 GB,DDR4-3333,2 x 8GB,9,16,2,
Kingston Predator 64 GB,DDR4-2400,4 x 16GB,10,12,0,
Crucial Ballistix Elite 32 GB,DDR4-3000,2 x 16GB,10,15,0,
Crucial Ballistix Tactical 16 GB,DDR4-3000,2 x 8GB,10,15,4,
GeIL SUPER LUCE RGB SYNC 16 GB,DDR4-2400,2 x 8GB,13,16,2,
GeIL SUPER LUCE RGB SYNC 16 GB,DDR4-3000,2 x 8GB,10,16,3,
Corsair Dominator Platinum Special Edition 32 GB,DDR4-3200,2 x 16GB,8,14,1,
Patriot PSD48G2400K 8 GB,DDR4-2400,2 x 4GB,13,16,2,
ADATA XPG V1.0 8 GB,DDR3-1600,2 x 4GB,13,11,0,
Corsair CORSAIR Vengeance RGB 64GB ,DDR4-2933,8 x 8GB,10,16,0,
Avexir Blitz 1.1 8 GB,DDR3-3200,2 x 4GB,8,13,0,
G.Skill Sniper X 16 GB,DDR4-3200,2 x 8GB,10,16,1,
TEAMGROUP T-Force Dark 8 GB,DDR4-3200,2 x 4GB,10,16,1,
Crucial CT32G4RFD4266 32 GB,DDR4-2666,1 x 32GB,14,19,0,269.76
TEAMGROUP T-Force Night Hawk RGB 16 GB,DDR4-3600,2 x 8GB,10,18,1,
TEAMGROUP T-Force Night Hawk RGB 16 GB,DDR4-4000,2 x 8GB,9,18,3,
TEAMGROUP T-Force Dark 32 GB,DDR4-3000,4 x 8GB,10,16,0,
Kingston HyperX Impact 32 GB,DDR4-2666,2 x 16GB,11,15,0,
Kingston KTL-TS424S8/8G 8 GB,DDR4-2400,1 x 8GB,14,17,0,
KFA2 Hall Of Fame Extreme 16 GB,DDR4-4000,2 x 8GB,9,19,0,
Crucial CT2K16G4RFS4266 32 GB,DDR4-2666,2 x 16GB,14,19,0,
Patriot Viper Venom RGB 16 GB,DDR4-3000,2 x 8GB,10,15,1,
G.Skill Flare X 16 GB,DDR4-2933,2 x 8GB,9,14,2,
TEAMGROUP T-Force XCalibur RGB SE 16 GB,DDR4-3600,2 x 8GB,10,18,1,
Crucial CT4K4G4RFS8266 16 GB,DDR4-2666,4 x 4GB,14,19,0,
ADATA XPG SPECTRIX D41 16 GB,DDR4-2666,2 x 8GB,12,16,0,
Crucial Ballistix Tactical 16 GB,DDR4-3000,1 x 16GB,10,15,0,
Crucial Ballistix Sport AT 32 GB,DDR4-2666,2 x 16GB,12,16,1,
Crucial Ballistix Sport AT 8 GB,DDR4-3000,1 x 8GB,11,17,1,
Crucial Ballistix Sport AT 32 GB,DDR4-3000,2 x 16GB,11,17,2,
ADATA Premier 8 GB,DDR4-2133,1 x 8GB,14,15,0,
TEAMGROUP T-Force Xtreem 16 GB,DDR4-4000,2 x 8GB,9,18,0,
Kingston KVR26S19S8/8 8 GB,DDR4-2666,1 x 8GB,14,19,0,77.98
Mushkin Essentials 32 GB,DDR4-2400,2 x 16GB,14,17,2,
Crucial CT2K2G4SFS624A 4 GB,DDR4-2400,2 x 2GB,14,17,0,
Corsair Dominator Platinum RGB 32 GB,DDR4-3600,4 x 8GB,8,16,8,
Crucial Ballistix Tactical Tracer 16 GB,DDR4-3000,1 x 16GB,10,16,0,
Crucial Ballistix Elite 16 GB,DDR4-3600,2 x 8GB,8,16,3,
OLOy MD4MU081G83016NI 8 GB,DDR4-3000,1 x 8GB,10,16,0,
OLOy MD4U083618IASA 8 GB,DDR4-3600,1 x 8GB,10,18,1,
OLOy MD4U083015BASA 8 GB,DDR4-3000,1 x 8GB,10,15,0,
TEAMGROUP T-Force T1 8 GB,DDR4-2666,1 x 8GB,13,18,0,
Corsair Dominator Platinum RGB 128GB ,DDR4-3800,8 x 16GB,10,19,0,
OLOy MD4U082417IFDA 16 GB,DDR4-2400,2 x 8GB,14,17,0,
Crucial Ballistix Tactical Tracer RGB 16 GB,DDR4-3000,2 x 8GB,10,15,1,
Crucial Ballistix Tactical Tracer RGB 16 GB,DDR4-3200,2 x 8GB,10,16,2,
OLOy MD4U083216BGDA 16 GB,DDR4-3200,2 x 8GB,10,16,1,
GeIL EVO POTENZA 32 GB,DDR4-3200,2 x 16GB,10,16,0,
GeIL EVO POTENZA 32 GB,DDR4-3000,2 x 16GB,10,16,1,
Samsung M393A8G40MB2-CVF 64 GB,DDR4-2933,1 x 64GB,14,21,0,
TEAMGROUP T-Force Dark Za 32 GB,DDR4-3200,2 x 16GB,10,16,1,
Thermaltake TOUGHRAM RGB 16 GB,DDR4-3600,2 x 8GB,10,18,4,
Crucial Ballistix 64 GB,DDR4-3600,2 x 32GB,8,16,0,
Crucial Ballistix RGB 16 GB,DDR4-3000,2 x 8GB,10,15,2,
G.Skill F4-4000C15Q-32GTRS 64 GB,DDR4-4000,8 x 8GB,7,15,0,
Crucial Ballistix MAX 16 GB,DDR4-4400,2 x 8GB,8,19,3,
GeIL EVO SPEAR Phantom Gaming 16 GB,DDR4-3200,2 x 8GB,10,16,5,
GeIL EVO SPEAR Phantom Gaming 32 GB,DDR4-3000,2 x 16GB,10,16,0,
OLOy WarHawk RGB 64 GB,DDR4-3200,4 x 16GB,10,16,0,
OLOy MD4U083016BHDA 16 GB,DDR4-3000,2 x 8GB,10,16,0,
OLOy MD4U162619BHDA 32 GB,DDR4-2666,2 x 16GB,14,19,0,
OLOy MD4U1640190DJ0DA 32 GB,DDR4-4000,2 x 16GB,9,19,0,
Mushkin Essentials 64 GB,DDR4-2666,2 x 32GB,14,19,0,
TEAMGROUP T-Force Vulcan TUF Gaming Alliance 32 GB,DDR4-3200,2 x 16GB,10,16,0,
Samsung m378b5673eh1-cf8 2 GB,DDR3-1066,1 x 2GB,13,7,0,
TEAMGROUP Team T-FORCE VULCAN Z 64GB ,DDR4-3000,2 x 32GB,10,16,0,
TEAMGROUP T-Force Xtreem ARGB 32 GB,DDR4-3600,2 x 16GB,7,14,2,
Silicon Power SP016GXLZU320BDAAD 16 GB,DDR4-3200,2 x 8GB,10,16,5,
Silicon Power SU016GBLFU266BD2J5 16 GB,DDR4-2666,2 x 8GB,14,19,0,
Kingston HyperX 128 GB,DDR4-3600,4 x 32GB,10,18,0,
Kingston HyperX 256 GB,DDR4-3200,8 x 32GB,10,16,0,
Silicon Power XPOWER Turbine RGB 32 GB,DDR4-3600,2 x 16GB,10,18,0,
Kingston HyperX Predator RGB 64 GB,DDR4-3200,2 x 32GB,10,16,0,
Klevv CRAS X RGB 8 GB,DDR4-3200,1 x 8GB,10,16,0,
Acer Predator Talos 16 GB,DDR4-3600,2 x 8GB,10,18,1,
Acer Predator Talos 16 GB,DDR4-2666,1 x 16GB,13,18,0,
G.Skill Trident Z Neo ,DDR4-2666,4 x 16GB,13,18,0,
HP V10 RGB 16 GB,DDR4-3200,2 x 8GB,8,14,0,
GeIL EVO Potenza AMD Edition 16 GB,DDR4-2666,2 x 8GB,14,19,0,
GeIL Polaris RGB 16 GB,DDR5-4800,1 x 16GB,16,40,0,
Addlink Spider X4 32 GB,DDR4-3600,2 x 16GB,10,18,0,
Kingston FURY Renegade 8 GB,DDR4-3600,1 x 8GB,8,16,0,
Kingston Server Premier 16 GB,DDR4-2666,1 x 16GB,14,19,1,
ADATA XPG GAMMIX D20 32 GB,DDR4-3200,2 x 16GB,10,16,0,
ADATA XPG GAMMIX D20 16 GB,DDR4-4133,2 x 8GB,9,19,0,
Lexar Hades RGB 32 GB,DDR4-3200,2 x 16GB,11,18,0,
TEAMGROUP T-Force Dark Za 16 GB,DDR4-3200,2 x 8GB,10,16,0,
Mushkin Redline Lumina 64 GB,DDR4-3600,2 x 32GB,8,16,2,
Mushkin Blackline 4 GB,DDR4-2400,1 x 4GB,12,15,0,
G.Skill Ares 8 GB,DDR3-1600,1 x 8GB,12,10,0,
Patriot Viper 4 Blackout 64 GB,DDR4-3000,2 x 32GB,10,16,0,
Patriot Viper Steel 64 GB,DDR4-3000,2 x 32GB,10,16,0,
Silicon Power XPOWER AirCool 16 GB,DDR4-3000,2 x 8GB,10,16,0,
Silicon Power SP016GBLFU266B22 16 GB,DDR4-2666,2 x 8GB,14,19,0,
Silicon Power SP016GBLFU320F02 16 GB,DDR4-3200,1 x 16GB,13,22,0,
TEAMGROUP Night Hawk RGB Gen 2 32 GB,DDR4-3200,2 x 16GB,10,16,1,
GeIL EVO V RGB 32 GB,DDR5-6400,2 x 16GB,11,38,0,
GeIL Polaris RGB SYNC 32 GB,DDR5-8000,2 x 16GB,9,38,0,
Kingston KSM48R40BS4TMM-32HMR 32 GB,DDR5-4800,1 x 32GB,16,40,0,
Crucial CT4G4DFS6266 4 GB,DDR4-2666,1 x 4GB,14,19,1,
Mushkin Enhanced Redline Stiletto 32 GB,DDR4-3600,2 x 16GB,10,18,0,
GeIL ORION V RGB AMD 16 GB,DDR5-5600,1 x 16GB,13,38,0,
GeIL EVO V RGB 64 GB,DDR5-4800,2 x 32GB,16,40,0,
GOODRAM IRP-W4000D4V64L18S/16GDC 16 GB,DDR4-4000,2 x 8GB,9,18,0,
Corsair Dominator Titanium First Edition 32 GB,DDR5-7200,2 x 16GB,9,34,0,
GeIL EVO X II AMD 4 GB,DDR4-3600,1 x 4GB,7,14,0,
GeIL EVO X II AMD 16 GB,DDR4-3200,1 x 16GB,13,22,0,
VisionTek 901344 16 GB,DDR4-2933,1 x 16GB,14,21,0,
VisionTek 901350 16 GB,DDR4-3200,1 x 16GB,13,22,0,
VisionTek 901351 32 GB,DDR4-3200,1 x 32GB,13,22,0,
Kingston KTD-PE426E/8G 8 GB,DDR4-2666,1 x 8GB,14,19,0,
OLOy OWL 128 GB,DDR4-3200,4 x 32GB,10,16,0,
Silicon Power SP096GBSVU520P22 96 GB,DDR5-5200,2 x 48GB,16,42,0,
Mushkin Redline Lumina White 64 GB,DDR5-6400,2 x 32GB,9,30,0,
Mushkin Redline ST 16 GB,DDR5-5600,1 x 16GB,10,28,0,
Mushkin MES4S240HF4GX2 8 GB,DDR4-2400,2 x 4GB,14,17,0,97.61
TEAMGROUP T-Create Classic 8 GB,DDR5-5600,1 x 8GB,16,46,0,
V-Color TRA532G60S432Q 128 GB,DDR5-6000,4 x 32GB,10,32,0,4699.99
Corsair WS 256 GB,DDR5-5600,8 x 32GB,14,40,0,
V-Color TRA516G70S834O 128 GB,DDR5-7000,8 x 16GB,9,34,0,5459.99
V-Color TRA524G70S834O 192 GB,DDR5-7000,8 x 24GB,9,34,0,
V-Color TRA532G56S436O 256 GB,DDR5-5600,8 x 32GB,12,36,0,9139.99
V-Color TRA532G60S432O 256 GB,DDR5-6000,8 x 32GB,10,32,0,9399.99
V-Color TRA532G62D832O 256 GB,DDR5-6200,8 x 32GB,10,34,0,9619.99
TEAMGROUP T-Force Delta RGB Eco 64 GB,DDR5-6000,2 x 32GB,12,38,0,
TEAMGROUP T-Force DELTAα RGB 16 GB,DDR5-6400,2 x 8GB,12,40,0,
Acer Predator Hera RGB 48 GB,DDR5-8000,2 x 24GB,10,40,0,
Patriot Viper Elite 5 Ultra RGB 64 GB,DDR5-6400,2 x 32GB,10,32,0,
V-Color TE524G64S832SKK 48 GB,DDR5-6400,2 x 24GB,10,32,0,
V-Color TE524G72S834SKK 48 GB,DDR5-7200,2 x 24GB,9,34,0,
V-Color TE532G64D832SKK 64 GB,DDR5-6400,2 x 32GB,10,32,0,
V-Color TE532G70D834SKK 64 GB,DDR5-7000,2 x 32GB,9,34,0,
Acer Predator Hera RGB 96 GB,DDR5-6400,2 x 48GB,10,32,0,
Crucial CT2K24G56C46S5 48 GB,DDR5-5600,2 x 24GB,16,46,0,599.99
Kingston KVR13R9D4/16I 16 GB,DDR3-1333,1 x 16GB,13,9,0,44.99
V-Color TRA516G66S834O 128 GB,DDR5-6600,8 x 16GB,10,34,0,4339.99
